HouseNumber,Address,City,State,Country,PostCode,County,Latitude,Longitude,name,,,,
N/A,,Departamento de Canindeyú,Canindeyú,Paraguay,6630,,-25.2039315151958,-55.2505923330014,,,,,
N/A,,Oktyabr’skoye,Khanty-Mansiy,Russia,627035,,63.8184037222816,66.0274773021771,Ozero Bolshoy Kazymskiy Sor,,,,
N/A,,Pechākata,Odisha,India,762110,,21.6332278451056,83.7960385092148,Hinakud Dam,,,,
N/A,,Vahtermetsä,Western Finland,Finland,05820,,61.4359676593414,24.8938405834341,,,,,
N/A,,Platovo,Omsk,Russia,646724,,54.668977922775,71.7240255840954,Ebeyty Lake,,,,
N/A,,Ga’aluma,Xizang,China,856900,,31.8141055460815,88.2412396567767,,,,,
N/A,,Huneté,Îles Loyaute,New Zealand,9691,,-46.0575104182296,167.101776237266,Lake Poteriteri,,,,
N/A,,Pūnahalli,Karnataka,India,571103,,12.4718802984502,76.4706358859139,Krishna Raja Sagar,,,,
N/A,,Akhoshali,Blue Nile,Sudan,,,11.5469882110025,34.4685126055342,Roseires Reservoir,,,,
N/A,,Yli-Livo,Oulu,Finland,93225,,66.084124408814,27.1844658023317,,,,,
N/A,,Yaozui,Hubei,China,430311,,30.429122327927,114.359436098291,,,,,
N/A,,Darbaza,Jizzakh,Uzbekistan,131215,,40.7794065840672,67.4337750326426,Aydar Ko‘l,,,,
N/A,,Lappajärvi,Western Finland,Finland,63160,,63.1447514173407,23.6395011748436,,,,,
N/A,,Bereg Taskino,Krasnoyarsk,Russia,663230,,67.044193009454,93.5207408388622,,,,,
N/A,,Kalasa,Telangana,India,508266,,16.430783444244,79.2133982319583,Nagarjuna Sagar Dam,,,,
N/A,,Tibet Autonomous Region,Xizang,China,856900,,31.7026887239622,87.9975585793354,,,,,
N/A,,Novo-Zalesnovo,Perm',Russia,617705,,57.3210515261678,55.2830838881252,Votkinsk Reservoir,,,,
N/A,,Bume,"Southern Nations, Nationalities and Peoples",Kenya,,,3.53056993682573,36.0751025447711,Lake Turkana,,,,
N/A,,Ingisoim,Khanty-Mansiy,Russia,641354,,66.0040573662342,65.1343846684111,Ozero Shuryshkarskiy Sor,,,,
N/A,,Tangru,Xizang,China,859300,,30.2729621584836,84.7661796157858,,,,,
N/A,,Domno-Klyuchi,Zabaykal'ye,Russia,672516,,52.2697631045883,112.99812983546,,,,,
N/A,,Haukkavuori,Western Finland,Finland,32860,,60.9817638111772,22.2753255492289,Pyhjrvi,,,,
N/A,,Loisi,Nusa Tenggara Timur,Australia,6440,,-26.9171307351021,123.383733643217,Lake Wells,,,,
N/A,,Yari,Xizang,China,851100,,28.5703600471541,90.3927514432156,Puma Yumco,,,,
N/A,,Shipunovo,Omsk,Russia,646009,,56.0542555050566,71.5513983222038,Ozero Ik,,,,
N/A,,Kieta,Bougainville,Russia,678837,,69.4447324662127,155.633534288984,Ozero Krugovatoye,,,,
N/A,,Franz Josef,West Coast,New Zealand,9596,,-44.043960737747,170.173031652163,Lake Pukaki,,,,
N/A,,Kudadeniya,Kandy,Sri Lanka,,,7.25736696837623,80.7701500275512,,,,,
N/A,,Lénor,Malampa,New Zealand,9682,,-45.857278774589,167.470849301709,Lake Monowai,,,,
N/A,,‘Izbat al Tirbāni,Al Isma`iliyah,Egypt,,,30.3063724869131,32.3934066348834,Great Bitter Lake,,,,
N/A,,Zhoujiawan,Hubei,China,430212,,30.5005056287564,114.311014229172,,,,,
N/A,,Wolitta,Kaliningrad,Russia,238545,,54.5995079887719,20.0237332717316,Kaliningradskiy Zaliv,,,,
N/A,,Kleven,Southern Finland,Finland,10360,,60.2314296511186,23.8722522622657,,,,,
N/A,,Shreemasta,Mid-Western,China,859700,,34.2202379212558,82.3024402076956,,,,,
N/A,,Ängsösund,Vastmanland,Sweden,725 98,,59.5221592867948,16.8492517641542,Mälaren,,,,
N/A,,Yablonovo,Zabaykal'ye,Russia,672560,,52.2057389069372,112.761683606406,Ozero Arakhley,,,,
N/A,,Gubbagere,Karnataka,India,577136,,13.6138659296575,75.5524447664639,Bhadra Reservoir,,,,
N/A,,Tunuk,Tuva,Mongolia,85211,,48.906652952109,93.4431332594703,Airag Lake,,,,
N/A,,Smorodinka,Krasnoyarsk,Russia,668232,,67.2589316401965,92.827657911817,Ozero Agata,,,,
N/A,,Kangtuokayi,Xinjiang Uygur,China,859700,,34.0191872224248,81.6412638915729,Lumajangdong Co,,,,
N/A,,Pashkinskiye,Khanty-Mansiy,Russia,169915,,69.5150854925972,69.0822604595184,Ozero Yambuto,,,,
N/A,,Woulélé,Malampa,New Zealand,9600,,-45.5135631218664,167.544578958756,Lake Manapouri,,,,
N/A,,Dedeu,Isabel,Russia,678822,,70.5346156469177,158.912648878665,Ozero Ilirgytgyn,,,,
N/A,,Ostrovnaya,Omsk,Russia,646566,,57.4410049079739,72.1418499207364,Ozero Artevo,,,,
N/A,,Stewart,Western Australia,Australia,6436,,-29.4479263181166,120.811564626274,Lake Ballard,,,,
N/A,,Bulak,North Kazakhstan,Kazakhstan,161219,,50.1354760008202,68.3876280428756,Qypshaq Kli,,,,
N/A,,Sokhondo,Zabaykal'ye,Russia,672550,,51.9993896538179,112.528085769086,Ozero Irgen,,,,
N/A,,Kogalisamutukodihalli,Karnataka,India,413528,,15.2054927650584,76.184295445586,Tungabhadra,,,,
N/A,,Kaletie Shimazha,Xinjiang Uygur,China,859700,,35.0407779256353,81.0863660538793,Gozha Co,,,,
N/A,,Glenhope,Nelson,New Zealand,7491,,-41.8574498875231,172.643557632521,Lake Rotoroa,,,,
N/A,,Odinarskaya,Tyumen',Russia,646595,,57.5400584367538,70.4649880269778,Ozero Bolshoy Uvat,,,,
N/A,,Eastern Bush,Southland,New Zealand,9682,,-45.185688882886,167.772353543175,Lake Te Anau,,,,
N/A,,Bongri,Xizang,China,853400,,33.8824550853722,91.1942109913084,,,,,
N/A,,Lakewood,Western Australia,Australia,6434,,-29.755242466842,121.528533837392,Lake Goongarrie,,,,
N/A,,Birtaban,Aqmola,Kazakhstan,100510,,50.49621923862,69.9935708481036,Ozero Shalkar,,,,
N/A,,Lukunwod,,Russia,689417,,67.5075221455592,172.065821881736,Ozero Elgygytgyn,,,,
N/A,,Burulyatuy,Zabaykal'ye,Russia,674611,,50.4762024779751,116.317400119702,,,,,
N/A,,Poldnëvo,Tyumen',Russia,626271,,57.8282409172157,68.538677369905,Ozero Bolshoy Shishkarym,,,,
N/A,,Saint Arnaud,Nelson,New Zealand,7096,,-41.83371476399,172.840222993085,Lake Rotoiti,,,,
N/A,,Gangguocun,Xizang,China,853400,,32.4659749056146,89.9814059918881,,,,,
N/A,,Putangahau,Southland,New Zealand,9305,,-44.5136818810702,169.126452025255,Lake Wanaka,,,,
N/A,,Shiviya,Zabaykal'ye,Russia,673432,,50.4791461192464,116.351772757422,,,,,
N/A,,Utuwai,Manawatu-Wanganui,New Zealand,3385,,-38.805462003828,175.937636341703,Lake Taupo,,,,
N/A,,Palmerston,Northern Territory,Australia,0872,,-29.4458657692267,130.975910956971,,,,,
N/A,,Tavot’yakh,Khanty-Mansiy,Russia,641628,,58.9338725787222,66.8726346489163,Ozero Andreyevskoye,,,,
N/A,,Lowburn Ferry,Otago,New Zealand,9771,,-45.0424956755662,169.214823770451,Lake Dunstan,,,,
N/A,,Bogulino,Maga Buryatdan,Russia,684406,,54.820869812375,160.224679187291,Ozero Kronotskoye,,,,
N/A,,Klyuchi,Krasnoyarsk,Mongolia,81059,,48.8388020208052,97.3232851919959,Telmen Nuur,,,,
N/A,,Tawhiti,Otago,New Zealand,9330,,-44.4472949190075,169.287348204143,Lake Hawea,,,,
N/A,,Payment,Michigan,Canada,P6A 0A3,,46.4481562486708,-84.1355387563686,,,,,
N/A,,Yamki,Khanty-Mansiy,Russia,627036,,59.6321042882785,66.2814126441318,Ozero Tuman,,,,
N/A,,Abalakovo,Irkutsk,Mongolia,67241,,49.2272154865554,99.1054389994345,Sangiyn Dalay Nuur,,,,
N/A,,Danihuli,Nusa Tenggara Timur,Australia,6450,,-31.8402235793157,121.83993470756,Lake Cowan,,,,
N/A,,Podgornoye,Khabarovsk,Russia,682408,,52.068859587821,139.771540422332,,,,,
N/A,,Hamurana,Bay of Plenty,New Zealand,3010,,-38.0879018284895,176.2713074234,Lake Rotorua,,,,
N/A,,Zimnyaya Kaur’ya,Khanty-Mansiy,Russia,626073,,59.7694251535854,67.2329168363403,Ozero Yakh-Tur,,,,
N/A,,Krasnoyarovo,Zabaykal'ye,Mongolia,21031,,49.5165754235258,115.588769554721,Hh Nuur,,,,
N/A,,Siwunah,Irian Jaya Barat,Australia,5690,,-17.7875745141769,133.48949057803,,,,,
0,,Arbon,UT,United States,84307-9611,Davis,41.1840100768097,-112.576710889735,Great Salt Lake,,,,
N/A,,Cross Creek,Wellington,New Zealand,4815,,-41.2260539760289,175.223668704468,Lake Wairarapa,,,,
N/A,,Jesús María,Tamaulipas,Mexico,87580,,24.6483995993153,-97.6571867298914,Laguna Madre,,,,
0,A Ave,Sloan,CA,United States,92257-9474,Imperial,33.3055013961941,-115.756786494068,Salton Sea,,,,
N/A,,Postrer Río,Independencia,Dominican Republic,83000,,18.4838260489238,-71.6347339029901,Lago Enriquillo,,,,
0,,Jamestown,CA,United States,97635-3002,Modoc,41.9447941633815,-120.414890335764,Goose Lake,,,,
